Word;DocNumber;TFIDF
RESPIRATORY;346;0.039808
RESPIRATORY;358;0.029382
RESPIRATORY;370;0.019588
RESPIRATORY;403;0.061702
RESPIRATORY;417;0.046568
RESPIRATORY;439;0.046568
RESPIRATORY;447;0.034762
RESPIRATORY;452;0.037395
RESPIRATORY;457;0.046568
RESPIRATORY;459;0.060198
RESPIRATORY;473;0.032475
RESPIRATORY;511;0.030099
RESPIRATORY;550;0.021095
RESPIRATORY;552;0.034762
RESPIRATORY;555;0.056093
RESPIRATORY;556;0.044073
RESPIRATORY;571;0.037395
RESPIRATORY;589;0.044875
RESPIRATORY;590;0.058764
RESPIRATORY;598;0.058764
RESPIRATORY;606;0.033353
RESPIRATORY;614;0.070517
RESPIRATORY;627;0.026539
RESPIRATORY;682;0.072591
RESPIRATORY;711;0.054847
RESPIRATORY;716;0.032908
RESPIRATORY;726;0.024437
RESPIRATORY;731;0.051419
RESPIRATORY;733;0.052513
RESPIRATORY;736;0.066705
RESPIRATORY;754;0.039176
RESPIRATORY;761;0.052513
RESPIRATORY;767;0.034279
RESPIRATORY;768;0.044875
RESPIRATORY;769;0.046568
RESPIRATORY;778;0.035770
RESPIRATORY;787;0.079616
RESPIRATORY;820;0.060198
RESPIRATORY;821;0.044073
RESPIRATORY;822;0.034279
RESPIRATORY;842;0.035259
RESPIRATORY;860;0.026256
RESPIRATORY;879;0.025709
RESPIRATORY;887;0.040461
RESPIRATORY;910;0.079616
RESPIRATORY;912;0.048394
RESPIRATORY;913;0.038564
RESPIRATORY;914;0.041135
RESPIRATORY;969;0.035259
RESPIRATORY;980;0.035259
RESPIRATORY;985;0.025980
RESPIRATORY;1019;0.047463
RESPIRATORY;1039;0.043300
RESPIRATORY;1067;0.033810
RESPIRATORY;1073;0.046568
RESPIRATORY;1078;0.034279
RESPIRATORY;1079;0.042553
RESPIRATORY;1080;0.098724
RESPIRATORY;1091;0.043300
RESPIRATORY;1112;0.034279
RESPIRATORY;1169;0.046568
RESPIRATORY;1170;0.028699
RESPIRATORY;1173;0.030470
RESPIRATORY;1192;0.047463
RESPIRATORY;1197;0.017021
RESPIRATORY;1216;0.032475
RESPIRATORY;1234;0.031242
TRACT;1;0.056968
TRACT;6;0.043702
TRACT;7;0.044933
TRACT;17;0.067877
TRACT;25;0.118157
TRACT;31;0.056968
TRACT;48;0.039878
TRACT;56;0.043111
TRACT;80;0.075958
TRACT;134;0.040900
TRACT;135;0.039386
TRACT;152;0.051455
TRACT;159;0.066463
TRACT;160;0.066463
TRACT;176;0.056968
TRACT;177;0.074191
TRACT;179;0.040900
TRACT;202;0.040383
TRACT;265;0.069353
TRACT;271;0.075958
TRACT;297;0.031902
TRACT;322;0.032553
TRACT;325;0.031586
TRACT;333;0.020064
TRACT;345;0.038905
TRACT;417;0.060193
TRACT;439;0.060193
TRACT;447;0.044933
TRACT;497;0.065107
TRACT;511;0.038905
TRACT;555;0.072505
TRACT;589;0.058004
TRACT;590;0.075958
TRACT;614;0.091150
TRACT;733;0.067877
TRACT;754;0.050639
TRACT;761;0.067877
TRACT;769;0.060193
TRACT;778;0.046235
TRACT;872;0.070894
TRACT;912;0.062554
TRACT;935;0.067877
TRACT;969;0.045575
TRACT;980;0.045575
TRACT;1019;0.061351
TRACT;1078;0.044309
TRACT;1079;0.055004
TRACT;1170;0.037096
TRACT;1173;0.039386
TRACT;1192;0.061351
TRACT;1197;0.022002
CYSTIC;1;0.002786
CYSTIC;2;0.002690
CYSTIC;3;0.002944
CYSTIC;4;0.002558
CYSTIC;6;0.002137
CYSTIC;7;0.002198
CYSTIC;8;0.001660
CYSTIC;9;0.006501
CYSTIC;10;0.009752
CYSTIC;11;0.002690
CYSTIC;12;0.003715
CYSTIC;13;0.004217
CYSTIC;14;0.001357
CYSTIC;15;0.004001
CYSTIC;16;0.004589
CYSTIC;17;0.003320
CYSTIC;19;0.001950
CYSTIC;20;0.004334
CYSTIC;21;0.004728
CYSTIC;22;0.002786
CYSTIC;23;0.002477
CYSTIC;24;0.001794
CYSTIC;26;0.004458
CYSTIC;27;0.003629
CYSTIC;28;0.005573
CYSTIC;29;0.004001
CYSTIC;30;0.002109
CYSTIC;31;0.002786
CYSTIC;32;0.004876
CYSTIC;34;0.002364
CYSTIC;37;0.001592
CYSTIC;38;0.003901
CYSTIC;39;0.002890
CYSTIC;40;0.003001
CYSTIC;41;0.003320
CYSTIC;43;0.001472
CYSTIC;44;0.006501
CYSTIC;45;0.003715
CYSTIC;47;0.002080
CYSTIC;49;0.003060
CYSTIC;50;0.004106
CYSTIC;51;0.007093
CYSTIC;52;0.003121
CYSTIC;53;0.003629
CYSTIC;54;0.006001
CYSTIC;55;0.001858
CYSTIC;56;0.002109
CYSTIC;57;0.008212
CYSTIC;58;0.002295
CYSTIC;59;0.003121
CYSTIC;61;0.002000
CYSTIC;62;0.002737
CYSTIC;63;0.002601
CYSTIC;64;0.004217
CYSTIC;65;0.002601
CYSTIC;66;0.003060
CYSTIC;67;0.001734
CYSTIC;68;0.004728
CYSTIC;69;0.002295
CYSTIC;70;0.003184
CYSTIC;71;0.001642
CYSTIC;72;0.003001
CYSTIC;73;0.002890
CYSTIC;74;0.004217
CYSTIC;75;0.002737
CYSTIC;76;0.002944
CYSTIC;77;0.001858
CYSTIC;78;0.003806
CYSTIC;80;0.003715
CYSTIC;82;0.004106
CYSTIC;83;0.001794
CYSTIC;84;0.003546
CYSTIC;85;0.002890
CYSTIC;88;0.003806
CYSTIC;89;0.001858
CYSTIC;90;0.003001
CYSTIC;91;0.002558
CYSTIC;92;0.003715
CYSTIC;93;0.002053
CYSTIC;94;0.005201
CYSTIC;95;0.001880
CYSTIC;96;0.004334
CYSTIC;97;0.003060
CYSTIC;98;0.001773
CYSTIC;99;0.003320
CYSTIC;100;0.002364
CYSTIC;101;0.002837
CYSTIC;102;0.002109
CYSTIC;103;0.002198
CYSTIC;104;0.001164
CYSTIC;105;0.003392
CYSTIC;108;0.002558
CYSTIC;109;0.003320
CYSTIC;110;0.003121
CYSTIC;111;0.001858
CYSTIC;112;0.002517
CYSTIC;113;0.005381
CYSTIC;115;0.002890
CYSTIC;116;0.003001
CYSTIC;119;0.004106
CYSTIC;121;0.001903
CYSTIC;122;0.002080
CYSTIC;123;0.002517
CYSTIC;125;0.002229
CYSTIC;126;0.001858
CYSTIC;127;0.004106
CYSTIC;129;0.008669
CYSTIC;130;0.005381
CYSTIC;133;0.003184
CYSTIC;135;0.001926
CYSTIC;137;0.002295
CYSTIC;138;0.003901
CYSTIC;139;0.001530
CYSTIC;140;0.002401
CYSTIC;141;0.001773
CYSTIC;143;0.002477
CYSTIC;144;0.001794
CYSTIC;146;0.003320
CYSTIC;148;0.002261
CYSTIC;150;0.002364
CYSTIC;151;0.004001
CYSTIC;153;0.003060
CYSTIC;154;0.004217
CYSTIC;155;0.002890
CYSTIC;157;0.006501
CYSTIC;158;0.005573
CYSTIC;159;0.003251
CYSTIC;160;0.003251
CYSTIC;161;0.004458
CYSTIC;163;0.002026
CYSTIC;164;0.004217
CYSTIC;165;0.001715
CYSTIC;166;0.003392
CYSTIC;167;0.004728
CYSTIC;169;0.003901
CYSTIC;170;0.006001
CYSTIC;172;0.001625
CYSTIC;173;0.002890
CYSTIC;174;0.003320
CYSTIC;175;0.002401
CYSTIC;176;0.002786
CYSTIC;177;0.003629
CYSTIC;179;0.002000
CYSTIC;181;0.002558
CYSTIC;182;0.006001
CYSTIC;183;0.003467
CYSTIC;184;0.006784
CYSTIC;185;0.001576
CYSTIC;186;0.003715
CYSTIC;187;0.003060
CYSTIC;188;0.002477
CYSTIC;189;0.002438
CYSTIC;190;0.002198
CYSTIC;191;0.006001
CYSTIC;192;0.002053
CYSTIC;193;0.002261
CYSTIC;194;0.002000
CYSTIC;195;0.003121
CYSTIC;196;0.002890
CYSTIC;197;0.001858
CYSTIC;198;0.005573
CYSTIC;199;0.004458
CYSTIC;200;0.002690
CYSTIC;201;0.001530
CYSTIC;204;0.007802
CYSTIC;205;0.002295
CYSTIC;207;0.004589
CYSTIC;208;0.001734
CYSTIC;209;0.002438
CYSTIC;210;0.006241
CYSTIC;211;0.005033
CYSTIC;212;0.003546
CYSTIC;213;0.002329
CYSTIC;214;0.003392
CYSTIC;216;0.002438
CYSTIC;217;0.004589
CYSTIC;218;0.005201
CYSTIC;219;0.001903
CYSTIC;220;0.002837
CYSTIC;221;0.003715
CYSTIC;222;0.004589
CYSTIC;223;0.003001
CYSTIC;225;0.002109
CYSTIC;226;0.007430
CYSTIC;227;0.004334
CYSTIC;228;0.002690
CYSTIC;229;0.004589
CYSTIC;230;0.003001
CYSTIC;231;0.004876
CYSTIC;232;0.003392
CYSTIC;233;0.004217
CYSTIC;234;0.002295
CYSTIC;235;0.001773
CYSTIC;236;0.002558
CYSTIC;237;0.003715
CYSTIC;238;0.002837
CYSTIC;239;0.002737
CYSTIC;240;0.006241
CYSTIC;242;0.002645
CYSTIC;243;0.002517
CYSTIC;244;0.002167
CYSTIC;245;0.003715
CYSTIC;246;0.002080
CYSTIC;248;0.002690
CYSTIC;249;0.005201
CYSTIC;250;0.001975
CYSTIC;252;0.003060
CYSTIC;253;0.003001
CYSTIC;254;0.003060
CYSTIC;255;0.004106
CYSTIC;256;0.002645
CYSTIC;258;0.001406
CYSTIC;259;0.002261
CYSTIC;260;0.001734
CYSTIC;261;0.002229
CYSTIC;262;0.007802
CYSTIC;264;0.004217
CYSTIC;265;0.003392
CYSTIC;266;0.003806
CYSTIC;267;0.003806
CYSTIC;268;0.001458
CYSTIC;272;0.002000
CYSTIC;273;0.006501
CYSTIC;274;0.005201
CYSTIC;275;0.006784
CYSTIC;276;0.002737
CYSTIC;277;0.003806
CYSTIC;279;0.001903
CYSTIC;282;0.006241
CYSTIC;283;0.003251
CYSTIC;285;0.004589
CYSTIC;286;0.002329
CYSTIC;287;0.002477
CYSTIC;289;0.006241
CYSTIC;290;0.002690
CYSTIC;291;0.002558
CYSTIC;292;0.003806
CYSTIC;293;0.004106
CYSTIC;294;0.003320
CYSTIC;295;0.002026
CYSTIC;297;0.001560
CYSTIC;299;0.002137
CYSTIC;301;0.002026
CYSTIC;302;0.004106
CYSTIC;303;0.003251
CYSTIC;304;0.001642
CYSTIC;305;0.001926
CYSTIC;306;0.001445
CYSTIC;307;0.001269
CYSTIC;308;0.002477
CYSTIC;309;0.005033
CYSTIC;311;0.004106
CYSTIC;312;0.001734
CYSTIC;313;0.001926
CYSTIC;314;0.001229
CYSTIC;315;0.001715
CYSTIC;316;0.003392
CYSTIC;317;0.001903
CYSTIC;318;0.007802
CYSTIC;319;0.003251
CYSTIC;320;0.002401
CYSTIC;321;0.006241
CYSTIC;322;0.001592
CYSTIC;323;0.002944
CYSTIC;324;0.003121
CYSTIC;325;0.001545
CYSTIC;326;0.001715
CYSTIC;327;0.003121
CYSTIC;328;0.004106
CYSTIC;331;0.001926
CYSTIC;332;0.002837
CYSTIC;333;0.000981
CYSTIC;335;0.002229
CYSTIC;336;0.002601
CYSTIC;337;0.003715
CYSTIC;338;0.008212
CYSTIC;339;0.006001
CYSTIC;340;0.003251
CYSTIC;341;0.002890
CYSTIC;342;0.002295
CYSTIC;343;0.002329
CYSTIC;344;0.003629
CYSTIC;345;0.001903
CYSTIC;346;0.002517
CYSTIC;347;0.002229
CYSTIC;348;0.001678
CYSTIC;349;0.002890
CYSTIC;350;0.003546
CYSTIC;351;0.002690
CYSTIC;352;0.003060
CYSTIC;354;0.006784
CYSTIC;355;0.002261
CYSTIC;357;0.005033
CYSTIC;358;0.001858
CYSTIC;359;0.001715
CYSTIC;361;0.005381
CYSTIC;362;0.002558
CYSTIC;363;0.003184
CYSTIC;364;0.002645
CYSTIC;365;0.005779
CYSTIC;366;0.004001
CYSTIC;367;0.001836
CYSTIC;368;0.002261
CYSTIC;369;0.003001
CYSTIC;370;0.001238
CYSTIC;371;0.002364
CYSTIC;372;0.002690
CYSTIC;374;0.002295
CYSTIC;375;0.002109
CYSTIC;376;0.008212
CYSTIC;377;0.002080
CYSTIC;379;0.003251
CYSTIC;380;0.004001
CYSTIC;381;0.011145
CYSTIC;382;0.003184
CYSTIC;383;0.002601
CYSTIC;384;0.004217
CYSTIC;385;0.003320
CYSTIC;386;0.002645
CYSTIC;387;0.003184
CYSTIC;388;0.004106
CYSTIC;390;0.004589
CYSTIC;391;0.005779
CYSTIC;392;0.001592
CYSTIC;393;0.002229
CYSTIC;394;0.003392
CYSTIC;395;0.002786
CYSTIC;396;0.003715
CYSTIC;397;0.001592
CYSTIC;398;0.002601
CYSTIC;400;0.001926
CYSTIC;401;0.002690
CYSTIC;402;0.006001
CYSTIC;403;0.003901
CYSTIC;404;0.003060
CYSTIC;406;0.004001
CYSTIC;407;0.003546
CYSTIC;408;0.003901
CYSTIC;409;0.005573
CYSTIC;410;0.002944
CYSTIC;411;0.002645
CYSTIC;412;0.004217
CYSTIC;413;0.003806
CYSTIC;414;0.002261
CYSTIC;415;0.001715
CYSTIC;416;0.001734
CYSTIC;417;0.002944
CYSTIC;418;0.003184
CYSTIC;419;0.006001
CYSTIC;420;0.005033
CYSTIC;421;0.002438
CYSTIC;422;0.002690
CYSTIC;424;0.001734
CYSTIC;425;0.004001
CYSTIC;426;0.003806
CYSTIC;427;0.004217
CYSTIC;429;0.001515
CYSTIC;430;0.001545
CYSTIC;431;0.001858
CYSTIC;432;0.002167
CYSTIC;433;0.005573
CYSTIC;434;0.002890
CYSTIC;435;0.002167
CYSTIC;436;0.002329
CYSTIC;437;0.002198
CYSTIC;438;0.002438
CYSTIC;439;0.002944
CYSTIC;440;0.002000
CYSTIC;441;0.001625
CYSTIC;442;0.001926
CYSTIC;443;0.002890
CYSTIC;444;0.002737
CYSTIC;445;0.002137
CYSTIC;446;0.003184
CYSTIC;447;0.002198
CYSTIC;448;0.003184
CYSTIC;452;0.002364
CYSTIC;453;0.001773
CYSTIC;454;0.006241
CYSTIC;455;0.004334
CYSTIC;456;0.004334
CYSTIC;457;0.002944
CYSTIC;458;0.001975
CYSTIC;459;0.003806
CYSTIC;460;0.002786
CYSTIC;461;0.007802
CYSTIC;462;0.001794
CYSTIC;463;0.002198
CYSTIC;464;0.008669
CYSTIC;465;0.002109
CYSTIC;466;0.003467
CYSTIC;467;0.001858
CYSTIC;468;0.002890
CYSTIC;469;0.004458
CYSTIC;470;0.002645
CYSTIC;471;0.003251
CYSTIC;472;0.003320
CYSTIC;473;0.002053
CYSTIC;475;0.002786
CYSTIC;477;0.005033
CYSTIC;478;0.003184
CYSTIC;479;0.003392
CYSTIC;480;0.006001
CYSTIC;481;0.002295
CYSTIC;482;0.002837
CYSTIC;483;0.002229
CYSTIC;484;0.001500
CYSTIC;485;0.002786
CYSTIC;486;0.003251
CYSTIC;487;0.002786
CYSTIC;488;0.006501
CYSTIC;490;0.003060
CYSTIC;491;0.003467
CYSTIC;492;0.006001
CYSTIC;494;0.002080
CYSTIC;495;0.003184
CYSTIC;496;0.002737
CYSTIC;497;0.003184
CYSTIC;498;0.002401
CYSTIC;499;0.003184
CYSTIC;500;0.004728
CYSTIC;501;0.001926
CYSTIC;502;0.002737
CYSTIC;503;0.002438
CYSTIC;504;0.002000
CYSTIC;505;0.001486
CYSTIC;506;0.002558
CYSTIC;507;0.003184
CYSTIC;508;0.001269
CYSTIC;509;0.002295
CYSTIC;510;0.002737
CYSTIC;513;0.007430
CYSTIC;514;0.003629
CYSTIC;518;0.003251
CYSTIC;519;0.002053
CYSTIC;520;0.001678
CYSTIC;521;0.001445
CYSTIC;522;0.001642
CYSTIC;523;0.004106
CYSTIC;524;0.004106
CYSTIC;525;0.002737
CYSTIC;526;0.002364
CYSTIC;527;0.002261
CYSTIC;528;0.003001
CYSTIC;530;0.001678
CYSTIC;531;0.002558
CYSTIC;532;0.001107
CYSTIC;533;0.002053
CYSTIC;534;0.001975
CYSTIC;535;0.002080
CYSTIC;536;0.003546
CYSTIC;538;0.002438
CYSTIC;539;0.002737
CYSTIC;540;0.003121
CYSTIC;541;0.003184
CYSTIC;542;0.001592
CYSTIC;543;0.002329
CYSTIC;546;0.002786
CYSTIC;548;0.002517
CYSTIC;550;0.001334
CYSTIC;552;0.002198
CYSTIC;553;0.001515
CYSTIC;554;0.005779
CYSTIC;555;0.003546
CYSTIC;556;0.002786
CYSTIC;557;0.003467
CYSTIC;559;0.001054
CYSTIC;560;0.005381
CYSTIC;561;0.003320
CYSTIC;562;0.004876
CYSTIC;563;0.001248
CYSTIC;564;0.001734
CYSTIC;565;0.002261
CYSTIC;566;0.005033
CYSTIC;567;0.001458
CYSTIC;568;0.002401
CYSTIC;569;0.004458
CYSTIC;570;0.003184
CYSTIC;571;0.002364
CYSTIC;572;0.001880
CYSTIC;573;0.001794
CYSTIC;574;0.002517
CYSTIC;575;0.001625
CYSTIC;576;0.003806
CYSTIC;577;0.002329
CYSTIC;578;0.002837
CYSTIC;579;0.004458
CYSTIC;582;0.003121
CYSTIC;583;0.003320
CYSTIC;585;0.002401
CYSTIC;586;0.003546
CYSTIC;587;0.002295
CYSTIC;588;0.001794
CYSTIC;589;0.002837
CYSTIC;590;0.003715
CYSTIC;591;0.004589
CYSTIC;592;0.002690
CYSTIC;593;0.004106
CYSTIC;594;0.004106
CYSTIC;597;0.002295
CYSTIC;598;0.003715
CYSTIC;599;0.002837
CYSTIC;600;0.003629
CYSTIC;601;0.003184
CYSTIC;602;0.003251
CYSTIC;603;0.004728
CYSTIC;604;0.002890
CYSTIC;605;0.002944
CYSTIC;606;0.002109
CYSTIC;607;0.002837
CYSTIC;608;0.002837
CYSTIC;609;0.005201
CYSTIC;611;0.002329
CYSTIC;612;0.001753
CYSTIC;613;0.002477
CYSTIC;614;0.004458
CYSTIC;615;0.002229
CYSTIC;616;0.002737
CYSTIC;618;0.004876
CYSTIC;619;0.005381
CYSTIC;621;0.003251
CYSTIC;622;0.002000
CYSTIC;623;0.005033
CYSTIC;624;0.005573
CYSTIC;625;0.003467
CYSTIC;626;0.004458
CYSTIC;627;0.001678
CYSTIC;628;0.003629
CYSTIC;629;0.001903
CYSTIC;630;0.003251
CYSTIC;631;0.002167
CYSTIC;632;0.002837
CYSTIC;633;0.003715
CYSTIC;634;0.002295
CYSTIC;636;0.005573
CYSTIC;638;0.003467
CYSTIC;639;0.005033
CYSTIC;640;0.003629
CYSTIC;643;0.001311
CYSTIC;644;0.003184
