QueryNumber;DocRanking;DocNumber;Similarity
4;49;991;0.0
4;50;1199;0.02107355512630963
4;51;451;0.02096569203744019
4;52;325;0.005200749053801324
4;53;827;0.0
4;54;11;0.023763266366771594
4;55;190;0.020159235716930717
4;56;137;0.020124022528943637
4;57;876;0.005876658873880598
4;58;1175;0.020039392195862225
4;59;912;0.053342492006455924
4;60;319;0.0
4;61;511;0.0
4;62;189;0.019764949833192144
4;63;223;0.0230120707231407
4;64;975;0.013002077265768443
4;65;589;0.02273250329907345
4;66;265;0.022692082076555736
4;67;1185;0.012649102465097732
4;68;669;0.018838149773670106
4;69;835;0.0
4;70;375;0.012554295797605015
4;71;731;0.02199230325296304
4;72;110;0.02159472773558321
4;73;621;0.0
4;74;910;0.0
4;75;459;0.0496910412114974
4;76;443;0.007110150521326868
4;77;243;0.02134839466637085
4;78;798;0.01815194809590923
4;79;914;0.021253202789672975
4;80;716;0.014155137723933384
4;81;864;0.01185691635076435
4;82;682;0.03812176396936289
4;83;822;0.0205116835914202
4;84;478;0.007746224171171353
4;85;148;0.02031396081034096
4;86;441;0.01727404153267614
4;87;25;0.03726755267235386
4;88;1091;0.045576011226842766
4;89;31;0.020015493824763708
4;90;571;0.013420957779691019
4;91;1170;0.019985355331923717
4;92;754;0.019958533425220474
4;93;695;0.007564998349664619
4;94;14;0.019117501088163305
4;95;553;0.011279277409094533
4;96;1019;0.05560122496960973
4;97;253;0.007495009389239266
4;98;18;0.01670475279142401
4;99;767;0.019581229574023726
4;100;590;0.009236567854941815
5;1;496;0.023597406506245963
5;2;300;0.0
5;3;754;0.019958533425220474
5;4;501;0.012912648391047759
5;5;711;0.02873839237839588
5;6;151;0.028036230607676127
5;7;211;0.03195324773830975
5;8;1057;0.014978577427911277
5;9;204;0.014374329143834559
5;10;697;0.020050035857539047
5;11;266;0.016973706198296006
5;12;957;0.016190543840142024
5;13;499;0.023329394045149342
5;14;623;0.012802504862635
5;15;210;0.012739357379914232
5;16;502;0.051957229462608064
5;17;1145;0.015323527270353859
5;18;691;0.017861287334945523
5;19;265;0.022692082076555736
5;20;568;0.022474540129556474
5;21;1007;0.012317373223800521
5;22;690;0.014944922624896417
5;23;1064;0.0
5;24;357;0.011766938448382494
5;25;437;0.02131478646732547
5;26;451;0.02096569203744019
5;27;827;0.0
5;28;831;0.016335459156504292
5;29;1135;0.024350276883371564
5;30;59;0.024106508353672156
5;31;174;0.023700848138137182
5;32;982;0.05707000826835471
5;33;930;0.015571392769695684
5;34;32;0.0
5;35;189;0.019764949833192144
5;36;975;0.013002077265768443
5;37;524;0.010598757741117218
5;38;173;0.022451520829574093
5;39;1238;0.012853888715293624
5;40;964;0.0622714233395083
5;41;867;0.018791768135648444
5;42;388;0.0
5;43;529;0.014123431283770261
5;44;814;0.0
5;45;658;0.05056898168472605
5;46;166;0.007944294957516406
5;47;150;0.0209417137674805
5;48;715;0.009819940428425643
5;49;392;0.07263748344724552
5;50;478;0.007746224171171353
5;51;1206;0.0204061807307062
5;52;140;0.020306471985851345
5;53;441;0.01727404153267614
5;54;1072;0.0
5;55;398;0.013441777591922192
5;56;1175;0.020039392195862225
5;57;856;0.020035752032596516
5;58;571;0.013420957779691019
5;59;498;0.0
5;60;592;0.028943209746319986
5;61;921;0.0
5;62;133;0.0
5;63;805;0.007312672901744492
5;64;1067;0.043553300601671674
5;65;564;0.031659550517948394
5;66;977;0.0
5;67;738;0.016228936169051748
5;68;1063;0.0
5;69;895;0.018859609979845128
5;70;206;0.01825293895332995
5;71;608;0.008590391271859812
5;72;449;0.04171401233429922
5;73;798;0.01815194809590923
5;74;1237;0.012163058261641246
5;75;909;0.0
5;76;1141;0.008416332501732378
5;77;594;0.05475052474430407
5;78;144;0.01748124678743419
5;79;776;0.009983886875356987
5;80;1202;0.01166079588389809
5;81;872;0.0
5;82;503;0.006554708061713745
5;83;297;0.0427760399061516
5;84;230;0.008059859433634678
5;85;811;0.01694870514308584
5;86;693;0.016855239457518878
5;87;41;0.0
5;88;312;0.016778567421581788
5;89;531;0.0
5;90;481;0.0
5;91;463;0.006124107713311633
5;92;781;0.0
5;93;490;0.0
5;94;256;0.0
5;95;559;0.03751910093397407
5;96;430;0.015489784357249821
5;97;47;0.005838006234374332
5;98;621;0.0
5;99;533;0.0
5;100;980;0.0
6;1;533;0.0
6;2;497;0.021919173157493053
6;3;27;0.009143010481925224
6;4;1229;0.0
6;5;439;0.015720103089811754
6;6;31;0.020015493824763708
6;7;496;0.023597406506245963
6;8;47;0.005838006234374332
6;9;592;0.028943209746319986
6;10;976;0.007017452228567839
6;11;441;0.01727404153267614
6;12;52;0.02817880433140875
6;13;950;0.013654086759047534
6;14;1228;0.0
6;15;430;0.015489784357249821
6;16;511;0.0
6;17;67;0.005740401947082787
6;18;451;0.02096569203744019
6;19;802;0.01141219859795887
6;20;820;0.0
6;21;1095;0.007197651380920066
6;22;499;0.023329394045149342
6;23;593;0.0
6;24;546;0.03604249217651679
6;25;11;0.023763266366771594
6;26;568;0.022474540129556474
6;27;437;0.02131478646732547
6;28;369;0.054424262090124124
6;29;875;0.010831675818957468
6;30;189;0.019764949833192144
6;31;844;0.005878971919670688
6;32;1164;0.023170747430824236
6;33;805;0.007312672901744492
6;34;912;0.053342492006455924
6;35;438;0.020150966363837907
6;36;975;0.013002077265768443
6;37;980;0.0
6;38;856;0.020035752032596516
6;39;347;0.021770718475225236
6;40;1042;0.020485127028339597
6;41;406;0.0
6;42;109;0.0
6;43;1180;0.036915253170759825
6;44;302;0.030270105154803544
6;45;392;0.07263748344724552
6;46;253;0.007495009389239266
6;47;864;0.01185691635076435
6;48;1234;0.03599981475726754
6;49;211;0.03195324773830975
6;50;137;0.020124022528943637
6;51;577;0.0074720629501055
6;52;503;0.006554708061713745
6;53;1159;0.033263413401349536
6;54;311;0.02754951877733251
6;55;333;0.01967965475169488
6;56;282;0.0547003537272878
6;57;498;0.0
6;58;990;0.0
6;59;854;0.0
6;60;711;0.02873839237839588
6;61;904;0.02840890761498359
6;62;508;0.014863955386836741
6;63;536;0.028274307311783473
6;64;96;0.010764027978350334
6;65;730;0.057352492539642204
6;66;208;0.011735094189147853
6;67;554;0.012460144495756597
6;68;325;0.005200749053801324
6;69;482;0.023817005981039308
6;70;652;0.031258257877469296
6;71;673;0.033925526242151754
6;72;810;0.022034590530549517
6;73;876;0.005876658873880598
6;74;580;0.0
6;75;18;0.01670475279142401
6;76;1169;0.07336592645167091
6;77;790;0.027120013306879433
6;78;463;0.006124107713311633
6;79;753;0.005717651810567323
6;80;8;0.035565468710695915
6;81;7;0.00617613647195062
6;82;918;0.02082716640851454
6;83;629;0.005338854651329538
6;84;923;0.024965047751978386
6;85;1038;0.005653234800986285
6;86;955;0.004993591915362751
6;87;734;0.005064536545916342
6;88;914;0.021253202789672975
6;89;307;0.009813383841069489
6;90;515;0.0
6;91;524;0.010598757741117218
6;92;1138;0.005543733874725486
6;93;359;0.020729486375208803
6;94;888;0.00863669551919429
6;95;987;0.02415448813712006
6;96;698;0.00980972481822583
6;97;25;0.03726755267235386
6;98;287;0.02070670957974633
6;99;1172;0.02256075515842937
6;100;201;0.00953768865658488
7;1;256;0.0
7;2;1196;0.0
7;3;958;0.013847273795954088
7;4;1064;0.0
7;5;151;0.028036230607676127
7;6;633;0.026915804824807793
7;7;496;0.023597406506245963
7;8;1161;0.04324553604876465
7;9;769;0.0074889163430994655
7;10;1238;0.012853888715293624
7;11;901;0.026404923306703233
7;12;1058;0.01016360915815767
7;13;498;0.0
7;14;437;0.02131478646732547
7;15;466;0.024671178349615863
7;16;711;0.02873839237839588
7;17;856;0.020035752032596516
7;18;463;0.006124107713311633
7;19;441;0.01727404153267614
7;20;255;0.009090810369531407
7;21;497;0.021919173157493053
7;22;805;0.007312672901744492
7;23;754;0.019958533425220474
7;24;320;0.05149270718511051
7;25;975;0.013002077265768443
7;26;404;0.015220208275945394
7;27;150;0.0209417137674805
7;28;1107;0.020876391473946102
7;29;501;0.012912648391047759
7;30;503;0.006554708061713745
7;31;195;0.007892403421138477
7;32;1137;0.028438706670539732
7;33;616;0.007839421842353457
7;34;961;0.020079202744272124
7;35;499;0.023329394045149342
7;36;972;0.01219936963735726
7;37;960;0.023599320543144255
7;38;904;0.02840890761498359
7;39;307;0.009813383841069489
7;40;357;0.011766938448382494
7;41;971;0.027647684212378232
7;42;957;0.016190543840142024
7;43;710;0.005061059874321761
7;44;118;0.038842636013840644
7;45;1075;0.007202145399454417
7;46;685;0.025896851226682352
7;47;1175;0.020039392195862225
7;48;187;0.025556975583392875
7;49;803;0.0068862699847709015
7;50;1209;0.018508971091543484
7;51;144;0.01748124678743419
7;52;284;0.02512380597659923
7;53;419;0.03316396163364563
7;54;317;0.006726328382928496
7;55;982;0.05707000826835471
7;56;369;0.054424262090124124
7;57;747;0.010559307310436498
7;58;848;0.006656427771525171
7;59;755;0.02047345047878705
7;60;337;0.07317982341591922
7;61;55;0.01829639591124536
7;62;883;0.05020768602068607
7;63;1057;0.014978577427911277
7;64;715;0.009819940428425643
7;65;288;0.02384150906141969
7;66;302;0.030270105154803544
7;67;11;0.023763266366771594
7;68;1076;0.022712976007776203
7;69;275;0.0
7;70;995;0.007814846180435089
7;71;680;0.051162115804722776
7;72;867;0.018791768135648444
7;73;527;0.05363581685396807
7;74;1027;0.0
7;75;439;0.015720103089811754
7;76;1126;0.009330853023712333
7;77;589;0.02273250329907345
7;78;1062;0.007609295115496562
7;79;502;0.051957229462608064
7;80;865;0.007572192512844065
7;81;173;0.022451520829574093
7;82;265;0.022692082076555736
7;83;1124;0.009130631519245348
7;84;1165;0.021620260495947886
7;85;568;0.022474540129556474
7;86;266;0.016973706198296006
7;87;619;0.0
7;88;658;0.05056898168472605
7;89;300;0.0
7;90;737;0.007400542623846076
7;91;228;0.04819421919836763
7;92;585;0.02132770423398472
7;93;998;0.02182858551800776
7;94;565;0.021763119727459545
7;95;310;0.008909556398213586
7;96;1197;0.032542259534967914
7;97;374;0.0
7;98;500;0.0
7;99;358;0.049406112364888045
7;100;273;0.012391971032276756
8;1;439;0.015720103089811754
8;2;531;0.0
8;3;437;0.02131478646732547
8;4;289;0.04043869880408681
8;5;417;0.0
8;6;210;0.012739357379914232
8;7;265;0.022692082076555736
8;8;624;0.020385233187282487
8;9;35;0.0
8;10;711;0.02873839237839588
8;11;243;0.02134839466637085
8;12;32;0.0
8;13;366;0.028548722930344498
8;14;1137;0.028438706670539732
8;15;614;0.02772035917192147
8;16;52;0.02817880433140875
8;17;151;0.028036230607676127
8;18;566;0.02219420422740163
8;19;1030;0.0066587046435169425
8;20;33;0.018410126157980423
8;21;357;0.011766938448382494
8;22;1169;0.07336592645167091
8;23;381;0.0
8;24;187;0.025556975583392875
8;25;411;0.02341403168884047
8;26;571;0.013420957779691019
8;27;1170;0.019985355331923717
8;28;853;0.017062355779589613
8;29;57;0.05248318600910854
8;30;269;0.02500431909724584
8;31;834;0.0
8;32;236;0.015096101285246277
8;33;11;0.023763266366771594
8;34;218;0.03251977755478757
8;35;777;0.0
8;36;297;0.0427760399061516
8;37;769;0.0074889163430994655
8;38;100;0.0059459794137698445
8;39;589;0.02273250329907345
8;40;1204;0.011336187177261267
8;41;680;0.051162115804722776
8;42;691;0.017861287334945523
8;43;1039;0.01451430372322117
8;44;322;0.04522095172139351
8;45;845;0.05072557885346779
8;46;1080;0.0
8;47;541;0.02607069784348327
8;48;118;0.038842636013840644
8;49;124;0.02170275838594353
8;50;346;0.006850963356315585
8;51;900;0.0
8;52;716;0.014155137723933384
8;53;399;0.0
8;54;138;0.0
8;55;1161;0.04324553604876465
8;56;176;0.00674045182246962
8;57;376;0.0
8;58;1117;0.024885208717766266
8;59;780;0.013538272430931444
8;60;160;0.008712947478025397
8;61;754;0.019958533425220474
8;62;746;0.01006976509122456
8;63;292;0.02723798795036261
8;64;1019;0.05560122496960973
8;65;137;0.020124022528943637
8;66;455;0.026963640000774926
8;67;158;0.0
8;68;961;0.020079202744272124
8;69;973;0.01224757404851585
8;70;495;0.01779246369615536
8;71;852;0.026508026961652158
8;72;930;0.015571392769695684
8;73;1053;0.04111541159763345
8;74;304;0.017745512424898132
8;75;534;0.011794910706731426
8;76;765;0.019263147677443096
8;77;554;0.012460144495756597
8;78;573;0.017357687632592888
8;79;26;0.010338349479234893
8;80;535;0.018959898575889415
8;81;384;0.0
8;82;1173;0.01846317812734169
8;83;8;0.035565468710695915
8;84;528;0.008121508070811035
8;85;690;0.014944922624896417
8;86;969;0.01839529094498499
8;87;62;0.025185660800608373
8;88;375;0.012554295797605015
8;89;206;0.01825293895332995
8;90;307;0.009813383841069489
8;91;191;0.011988885797436632
8;92;319;0.0
8;93;912;0.053342492006455924
8;94;451;0.02096569203744019
8;95;223;0.0230120707231407
8;96;415;0.01739295187619839
8;97;1202;0.01166079588389809
8;98;821;0.0
8;99;655;0.011554371869227746
8;100;963;0.023097906571269304
9;1;1190;0.015443917411180827
9;2;690;0.014944922624896417
9;3;720;0.0
9;4;99;0.0
9;5;63;0.02597249997160086
9;6;1013;0.0
9;7;796;0.02254296139452275
9;8;870;0.02186885475957795
9;9;414;0.006221581308627157
9;10;59;0.024106508353672156
9;11;174;0.023700848138137182
9;12;165;0.0
9;13;408;0.008696445685112915
9;14;426;0.0
9;15;581;0.0
9;16;157;0.0
9;17;1106;0.02074872521065188
9;18;1107;0.020876391473946102
9;19;1184;0.0
9;20;355;0.019785853141391443
9;21;91;0.0
9;22;974;0.0
9;23;296;0.029115306286249
9;24;443;0.007110150521326868
9;25;878;0.015803829351415756
9;26;1018;0.0
9;27;204;0.014374329143834559
9;28;1192;0.014849181158391189
9;29;874;0.011722693834436535
9;30;540;0.015626035484103958
9;31;863;0.01010337923394809
9;32;42;0.01155263485735001
9;33;545;0.0
9;34;266;0.016973706198296006
9;35;9;0.059087799695873224
9;36;167;0.010674041482841378
9;37;495;0.01779246369615536
9;38;283;0.02651732730452308
9;39;756;0.0
9;40;205;0.021349982668125104
9;41;1162;0.0213309028081737
9;42;819;0.012773968651290036
9;43;232;0.008717790317788684
9;44;39;0.04705288663461313
9;45;1108;0.007708718060605076
9;46;1115;0.018969541687831916
9;47;794;0.023297673211190174
9;48;840;0.012927415897106241
9;49;510;0.03605734960907254
9;50;658;0.05056898168472605
9;51;1215;0.009676038391771927
9;52;582;0.007190182532850244
9;53;1096;0.02219585712577997
9;54;301;0.011888872565082252
9;55;189;0.019764949833192144
9;56;973;0.01224757404851585
9;57;752;0.07071419635662111
9;58;816;0.029975666158191177
9;59;413;0.0
9;60;747;0.010559307310436498
9;61;339;0.010513622417229803
9;62;919;0.007126273979258968
9;63;333;0.01967965475169488
9;64;362;0.0
9;65;549;0.0
9;66;399;0.0
9;67;1161;0.04324553604876465
9;68;410;0.0074196186240060484
9;69;278;0.01694635124936198
9;70;992;0.008641646663406473
9;71;553;0.011279277409094533
9;72;488;0.028450174067083948
9;73;583;0.008307276450232144
9;74;432;0.006313186782178388
9;75;538;0.020679819329994246
9;76;386;0.02061430359769048
9;77;603;0.03238020185510053
9;78;983;0.008213429715892435
9;79;1239;0.008331644900899604
9;80;126;0.012843887810372889
9;81;856;0.020035752032596516
9;82;235;0.012548003881799965
9;83;60;0.0
9;84;642;0.0
9;85;1201;0.019376506316227414
9;86;317;0.006726328382928496
9;87;373;0.0
9;88;875;0.010831675818957468
9;89;968;0.04032637169817532
9;90;335;0.03646220007864436
9;91;1017;0.17307955497515976
9;92;516;0.0
9;93;949;0.012499969153740555
9;94;440;0.00598514410640964
9;95;935;0.0
9;96;1122;0.0
9;97;1088;0.0
9;98;943;0.0
9;99;708;0.0
9;100;252;0.007006330209195393
10;1;1190;0.015443917411180827
10;2;157;0.0
10;3;1218;0.006186608540814989
10;4;1215;0.009676038391771927
10;5;1115;0.018969541687831916
10;6;581;0.0
10;7;413;0.0
10;8;1239;0.008331644900899604
10;9;878;0.015803829351415756
10;10;676;0.030457593863810663
10;11;1106;0.02074872521065188
10;12;1108;0.007708718060605076
10;13;126;0.012843887810372889
10;14;451;0.02096569203744019
10;15;897;0.008904634341962236
10;16;803;0.0068862699847709015
10;17;1066;0.050449592693880135
10;18;633;0.026915804824807793
10;19;296;0.029115306286249
10;20;510;0.03605734960907254
10;21;974;0.0
10;22;337;0.07317982341591922
10;23;906;0.0359403017771739
10;24;799;0.0
10;25;794;0.023297673211190174
10;26;1234;0.03599981475726754
10;27;271;0.00844805833688404
10;28;983;0.008213429715892435
10;29;1107;0.020876391473946102
10;30;992;0.008641646663406473
10;31;921;0.0
10;32;905;0.024438592730838177
10;33;987;0.02415448813712006
10;34;912;0.053342492006455924
10;35;135;0.029388151973991992
10;36;81;0.0
10;37;945;0.02898210565482571
10;38;1173;0.01846317812734169
10;39;265;0.022692082076555736
10;40;943;0.0
10;41;1172;0.02256075515842937
10;42;936;0.025410480800730408
10;43;376;0.0
10;44;731;0.02199230325296304
10;45;899;0.021756168706246675
10;46;1080;0.0
10;47;1171;0.021374061825205477
10;48;603;0.03238020185510053
10;49;986;0.020777819190561285
10;50;386;0.02061430359769048
10;51;755;0.02047345047878705
10;52;963;0.023097906571269304
10;53;502;0.051957229462608064
10;54;1145;0.015323527270353859
10;55;1091;0.045576011226842766
10;56;1213;0.015167983636026009
10;57;742;0.03617212190339124
10;58;648;0.05075165382219736
10;59;670;0.008514144034799045
10;60;728;0.008509342280965441
10;61;689;0.0194908588968349
10;62;369;0.054424262090124124
10;63;687;0.009860327039337244
10;64;1165;0.021620260495947886
10;65;684;0.049049218446113735
10;66;698;0.00980972481822583
10;67;6;0.006231779923654725
10;68;437;0.02131478646732547
10;69;914;0.021253202789672975
10;70;1102;0.008174547578236279
10;71;999;0.01841526729959137
