Word;DocNumber;TFIDF
aeruginosa;945;0.016129
aeruginosa;983;0.017544
aeruginosa;987;0.017544
aeruginosa;988;0.014286
aeruginosa;989;0.011364
aeruginosa;1000;0.007812
aeruginosa;1065;0.015873
aeruginosa;1071;0.014286
aeruginosa;1077;0.026316
aeruginosa;1078;0.013889
aeruginosa;1086;0.010309
aeruginosa;1091;0.017544
aeruginosa;1112;0.013889
aeruginosa;1171;0.013699
aeruginosa;1173;0.012346
aeruginosa;1203;0.018182
aeruginosa;1227;0.017857
infect;1;0.017857
infect;6;0.013699
infect;18;0.010638
infect;57;0.052632
infect;58;0.029412
infect;62;0.035088
infect;81;0.016129
infect;104;0.007463
infect;111;0.011905
infect;123;0.016129
infect;133;0.020408
infect;146;0.021277
infect;160;0.041667
infect;179;0.012821
infect;187;0.019608
infect;188;0.031746
infect;200;0.034483
infect;202;0.025316
infect;253;0.019231
infect;262;0.050000
infect;270;0.010309
infect;271;0.023810
infect;282;0.040000
infect;326;0.010989
infect;333;0.006289
infect;347;0.014286
infect;377;0.013333
infect;427;0.054054
infect;429;0.009709
infect;432;0.027778
infect;437;0.014085
infect;438;0.015625
infect;452;0.015152
infect;457;0.018868
infect;458;0.025316
infect;459;0.048780
infect;463;0.014085
infect;475;0.017857
infect;487;0.053571
infect;499;0.020408
infect;505;0.009524
infect;517;0.041667
infect;550;0.008547
infect;556;0.017857
infect;588;0.022989
infect;590;0.047619
infect;592;0.017241
infect;598;0.023810
infect;600;0.023256
infect;609;0.033333
infect;611;0.014925
infect;618;0.062500
infect;682;0.029412
infect;696;0.016949
infect;745;0.008547
infect;754;0.015873
infect;761;0.042553
infect;767;0.027778
infect;769;0.037736
infect;776;0.009901
infect;782;0.010753
infect;784;0.050000
infect;790;0.037736
infect;800;0.035714
infect;804;0.009091
infect;812;0.020619
infect;863;0.032258
infect;865;0.015873
infect;874;0.027027
infect;903;0.052632
infect;905;0.018182
infect;917;0.015152
infect;922;0.012987
infect;983;0.017544
infect;987;0.035088
infect;988;0.028571
infect;989;0.022727
infect;1063;0.029412
infect;1065;0.031746
infect;1071;0.014286
infect;1080;0.040000
infect;1091;0.035088
infect;1102;0.025641
infect;1170;0.023256
infect;1171;0.013699
infect;1173;0.012346
infect;16;0.029412
infect;48;0.012500
infect;61;0.012821
infect;79;0.017857
infect;159;0.020833
infect;212;0.022727
infect;213;0.014925
infect;238;0.018182
infect;247;0.018519
infect;276;0.017544
infect;331;0.012346
infect;382;0.020408
infect;396;0.023810
infect;417;0.018868
infect;510;0.017544
infect;643;0.008403
infect;670;0.023810
infect;680;0.016129
infect;733;0.021277
infect;753;0.011364
infect;768;0.018182
infect;879;0.010417
infect;887;0.016393
infect;890;0.010309
infect;945;0.016129
infect;1021;0.018519
infect;1042;0.019608
infect;1082;0.045455
infect;1090;0.012346
infect;1095;0.023256
infect;1143;0.025316
infect;1169;0.018868
infect;1228;0.028571
infect;178;0.016949
infect;1086;0.010309
infect;176;0.017857
infect;346;0.016129
infect;589;0.018182
infect;702;0.012346
infect;805;0.016949
infect;935;0.021277
infect;1144;0.014085
respiratori;1;0.017857
respiratori;6;0.013699
respiratori;7;0.014085
respiratori;8;0.010638
respiratori;11;0.017241
respiratori;15;0.025641
respiratori;17;0.021277
respiratori;25;0.037037
respiratori;31;0.017857
respiratori;37;0.010204
respiratori;56;0.013514
respiratori;80;0.023810
respiratori;99;0.021277
respiratori;103;0.014085
respiratori;110;0.020000
respiratori;118;0.011628
respiratori;133;0.020408
respiratori;135;0.012346
respiratori;148;0.014493
respiratori;159;0.020833
respiratori;160;0.020833
respiratori;176;0.017857
respiratori;177;0.023256
respiratori;179;0.012821
respiratori;187;0.019608
respiratori;206;0.017544
respiratori;212;0.022727
respiratori;219;0.012195
respiratori;223;0.019231
respiratori;243;0.016129
respiratori;265;0.021739
respiratori;271;0.023810
respiratori;297;0.010000
respiratori;307;0.008130
respiratori;322;0.010204
respiratori;325;0.009901
respiratori;331;0.012346
respiratori;333;0.006289
respiratori;346;0.016129
respiratori;358;0.011905
respiratori;370;0.007937
respiratori;403;0.025000
respiratori;417;0.018868
respiratori;439;0.018868
respiratori;447;0.014085
respiratori;452;0.015152
respiratori;457;0.018868
respiratori;459;0.024390
respiratori;473;0.013158
respiratori;511;0.012195
respiratori;550;0.008547
respiratori;552;0.014085
respiratori;555;0.022727
respiratori;556;0.017857
respiratori;571;0.015152
respiratori;589;0.018182
respiratori;590;0.023810
respiratori;598;0.023810
respiratori;606;0.013514
respiratori;614;0.028571
respiratori;627;0.010753
respiratori;682;0.029412
respiratori;711;0.022222
respiratori;716;0.013333
respiratori;726;0.009901
respiratori;731;0.020833
respiratori;733;0.021277
respiratori;736;0.027027
respiratori;754;0.015873
respiratori;761;0.021277
respiratori;767;0.013889
respiratori;768;0.018182
respiratori;769;0.018868
respiratori;778;0.014493
respiratori;787;0.032258
respiratori;820;0.024390
respiratori;821;0.017857
respiratori;822;0.013889
respiratori;842;0.014286
respiratori;860;0.010638
respiratori;879;0.010417
respiratori;887;0.016393
respiratori;910;0.032258
respiratori;912;0.019608
respiratori;913;0.015625
respiratori;914;0.016667
respiratori;969;0.014286
respiratori;980;0.014286
respiratori;985;0.010526
respiratori;1019;0.019231
respiratori;1039;0.017544
respiratori;1067;0.013699
respiratori;1073;0.018868
respiratori;1078;0.013889
respiratori;1079;0.017241
respiratori;1080;0.040000
respiratori;1091;0.017544
respiratori;1112;0.013889
respiratori;1169;0.018868
respiratori;1170;0.011628
respiratori;1173;0.012346
respiratori;1192;0.019231
respiratori;1197;0.006897
respiratori;1216;0.013158
respiratori;1234;0.012658
tract;1;0.017857
tract;6;0.013699
tract;7;0.014085
tract;17;0.021277
tract;25;0.037037
tract;31;0.017857
tract;48;0.012500
tract;56;0.013514
tract;80;0.023810
tract;134;0.012821
tract;135;0.012346
tract;152;0.016129
tract;159;0.020833
tract;160;0.020833
tract;176;0.017857
tract;177;0.023256
tract;179;0.012821
tract;202;0.012658
tract;265;0.021739
tract;271;0.023810
tract;297;0.010000
tract;322;0.010204
tract;325;0.009901
tract;333;0.012579
tract;345;0.012195
tract;417;0.018868
tract;439;0.018868
tract;447;0.014085
tract;497;0.020408
tract;511;0.012195
tract;555;0.022727
tract;589;0.018182
tract;590;0.023810
tract;614;0.028571
tract;733;0.021277
tract;754;0.015873
tract;761;0.021277
tract;769;0.018868
tract;778;0.014493
tract;872;0.022222
tract;912;0.039216
tract;935;0.021277
tract;969;0.014286
tract;980;0.014286
tract;1019;0.019231
tract;1078;0.013889
tract;1079;0.017241
tract;1170;0.011628
tract;1173;0.012346
tract;1192;0.019231
tract;1197;0.006897
tract;8;0.010638
tract;139;0.009804
tract;223;0.019231
cystic;1;0.017857
cystic;2;0.017241
cystic;3;0.018868
cystic;4;0.016393
cystic;6;0.013699
cystic;7;0.014085
cystic;8;0.010638
cystic;9;0.041667
cystic;10;0.062500
cystic;11;0.017241
cystic;12;0.023810
cystic;13;0.027027
cystic;14;0.008696
cystic;15;0.025641
cystic;16;0.029412
cystic;17;0.021277
cystic;19;0.012500
cystic;20;0.027778
cystic;21;0.030303
cystic;22;0.017857
cystic;23;0.015873
cystic;24;0.011494
cystic;26;0.028571
cystic;27;0.023256
cystic;28;0.035714
cystic;29;0.025641
cystic;30;0.013514
cystic;31;0.017857
cystic;32;0.031250
cystic;34;0.015152
cystic;37;0.010204
cystic;38;0.025000
cystic;39;0.018519
cystic;40;0.019231
cystic;41;0.021277
cystic;43;0.009434
cystic;44;0.041667
cystic;45;0.023810
cystic;47;0.013333
cystic;49;0.019608
cystic;50;0.026316
cystic;51;0.045455
cystic;52;0.020000
cystic;53;0.023256
cystic;54;0.038462
cystic;55;0.011905
cystic;56;0.013514
cystic;57;0.052632
cystic;58;0.014706
cystic;59;0.020000
cystic;61;0.012821
cystic;62;0.017544
cystic;63;0.016667
cystic;64;0.027027
cystic;65;0.016667
cystic;66;0.019608
cystic;67;0.011111
cystic;68;0.030303
cystic;69;0.014706
cystic;70;0.020408
cystic;71;0.010526
cystic;72;0.019231
cystic;73;0.018519
cystic;74;0.027027
cystic;75;0.017544
cystic;76;0.018868
cystic;77;0.011905
cystic;78;0.024390
cystic;80;0.023810
cystic;82;0.026316
cystic;83;0.011494
cystic;84;0.022727
cystic;85;0.018519
cystic;88;0.024390
cystic;89;0.011905
cystic;90;0.019231
cystic;91;0.016393
cystic;92;0.023810
cystic;93;0.013158
cystic;94;0.033333
cystic;95;0.012048
cystic;96;0.027778
cystic;97;0.019608
cystic;98;0.011364
cystic;99;0.021277
cystic;100;0.015152
cystic;101;0.018182
cystic;102;0.013514
cystic;103;0.014085
cystic;104;0.007463
cystic;105;0.021739
cystic;108;0.016393
cystic;109;0.021277
cystic;110;0.020000
cystic;111;0.011905
cystic;112;0.016129
cystic;113;0.034483
cystic;115;0.018519
cystic;116;0.019231
cystic;119;0.026316
cystic;121;0.012195
cystic;122;0.013333
cystic;123;0.016129
cystic;125;0.014286
cystic;126;0.011905
cystic;127;0.026316
cystic;129;0.055556
cystic;130;0.034483
cystic;133;0.020408
cystic;135;0.012346
cystic;137;0.014706
cystic;138;0.025000
cystic;139;0.009804
cystic;140;0.015385
cystic;141;0.011364
cystic;143;0.015873
cystic;144;0.011494
cystic;146;0.021277
cystic;148;0.014493
cystic;150;0.015152
cystic;151;0.025641
cystic;153;0.019608
cystic;154;0.027027
cystic;155;0.018519
cystic;157;0.041667
cystic;158;0.035714
cystic;159;0.020833
cystic;160;0.020833
cystic;161;0.028571
cystic;163;0.012987
cystic;164;0.027027
cystic;165;0.010989
cystic;166;0.021739
cystic;167;0.030303
cystic;169;0.025000
cystic;170;0.038462
cystic;172;0.010417
cystic;173;0.018519
cystic;174;0.021277
cystic;175;0.015385
cystic;176;0.017857
cystic;177;0.023256
cystic;179;0.012821
cystic;181;0.016393
cystic;182;0.038462
cystic;183;0.022222
cystic;184;0.043478
cystic;185;0.010101
cystic;186;0.023810
cystic;187;0.019608
cystic;188;0.015873
cystic;189;0.015625
cystic;190;0.014085
cystic;191;0.038462
cystic;192;0.013158
cystic;193;0.014493
cystic;194;0.012821
cystic;195;0.020000
cystic;196;0.018519
cystic;197;0.011905
cystic;198;0.035714
cystic;199;0.028571
cystic;200;0.017241
cystic;201;0.009804
cystic;204;0.050000
cystic;205;0.014706
cystic;207;0.029412
cystic;208;0.011111
cystic;209;0.015625
cystic;210;0.040000
cystic;211;0.032258
cystic;212;0.022727
cystic;213;0.014925
cystic;214;0.021739
cystic;216;0.015625
cystic;217;0.029412
cystic;218;0.033333
cystic;219;0.012195
cystic;220;0.018182
cystic;221;0.023810
cystic;222;0.029412
cystic;223;0.019231
cystic;225;0.013514
cystic;226;0.047619
cystic;227;0.027778
cystic;228;0.017241
cystic;229;0.029412
cystic;230;0.019231
cystic;231;0.031250
cystic;232;0.021739
cystic;233;0.027027
cystic;234;0.014706
cystic;235;0.011364
cystic;236;0.016393
cystic;237;0.023810
cystic;238;0.018182
cystic;239;0.017544
cystic;240;0.040000
cystic;242;0.016949
cystic;243;0.016129
cystic;244;0.013889
cystic;245;0.023810
cystic;246;0.013333
cystic;248;0.017241
cystic;249;0.033333
cystic;250;0.012658
cystic;252;0.019608
cystic;253;0.019231
cystic;254;0.019608
cystic;255;0.026316
cystic;256;0.016949
cystic;258;0.009009
cystic;259;0.014493
cystic;260;0.011111
cystic;261;0.014286
cystic;262;0.050000
cystic;264;0.027027
cystic;265;0.021739
cystic;266;0.024390
cystic;267;0.024390
cystic;268;0.009346
cystic;272;0.012821
cystic;273;0.041667
cystic;274;0.033333
cystic;275;0.043478
cystic;276;0.017544
cystic;277;0.024390
cystic;279;0.012195
cystic;282;0.040000
cystic;283;0.020833
cystic;285;0.029412
cystic;286;0.014925
cystic;287;0.015873
cystic;289;0.040000
cystic;290;0.017241
cystic;291;0.016393
cystic;292;0.024390
cystic;293;0.026316
cystic;294;0.021277
cystic;295;0.012987
cystic;297;0.010000
cystic;299;0.013699
cystic;301;0.012987
cystic;302;0.026316
cystic;303;0.020833
cystic;304;0.010526
cystic;305;0.012346
cystic;306;0.009259
cystic;307;0.008130
cystic;308;0.015873
cystic;309;0.032258
cystic;311;0.026316
cystic;312;0.011111
cystic;313;0.012346
cystic;314;0.007874
cystic;315;0.010989
cystic;316;0.021739
cystic;317;0.012195
cystic;318;0.050000
cystic;319;0.020833
cystic;320;0.015385
cystic;321;0.040000
cystic;322;0.010204
cystic;323;0.018868
cystic;324;0.020000
cystic;325;0.009901
cystic;326;0.010989
cystic;327;0.020000
cystic;328;0.026316
cystic;331;0.012346
cystic;332;0.018182
cystic;333;0.006289
cystic;335;0.014286
cystic;336;0.016667
cystic;337;0.023810
cystic;338;0.052632
cystic;339;0.038462
cystic;340;0.020833
cystic;341;0.018519
cystic;342;0.014706
cystic;343;0.014925
cystic;344;0.023256
cystic;345;0.012195
cystic;346;0.016129
cystic;347;0.014286
cystic;348;0.010753
cystic;349;0.018519
cystic;350;0.022727
cystic;351;0.017241
cystic;352;0.019608
cystic;354;0.043478
cystic;355;0.014493
cystic;357;0.032258
cystic;358;0.011905
cystic;359;0.010989
cystic;361;0.034483
cystic;362;0.016393
cystic;363;0.020408
cystic;364;0.016949
cystic;365;0.037037
cystic;366;0.025641
cystic;367;0.011765
cystic;368;0.014493
cystic;369;0.019231
cystic;370;0.007937
cystic;371;0.015152
cystic;372;0.017241
cystic;374;0.014706
cystic;375;0.013514
cystic;376;0.052632
cystic;377;0.013333
cystic;379;0.020833
cystic;380;0.025641
cystic;381;0.071429
cystic;382;0.020408
cystic;383;0.016667
cystic;384;0.027027
cystic;385;0.021277
cystic;386;0.016949
cystic;387;0.020408
cystic;388;0.026316
cystic;390;0.029412
cystic;391;0.037037
cystic;392;0.010204
cystic;393;0.014286
cystic;394;0.021739
cystic;395;0.017857
cystic;396;0.023810
cystic;397;0.010204
cystic;398;0.016667
cystic;400;0.012346
cystic;401;0.017241
cystic;402;0.038462
cystic;403;0.025000
cystic;404;0.019608
cystic;406;0.025641
cystic;407;0.022727
cystic;408;0.025000
cystic;409;0.035714
cystic;410;0.018868
cystic;411;0.016949
cystic;412;0.027027
cystic;413;0.024390
cystic;414;0.014493
cystic;415;0.010989
cystic;416;0.011111
cystic;417;0.018868
cystic;418;0.020408
cystic;419;0.038462
cystic;420;0.032258
cystic;421;0.015625
cystic;422;0.017241
cystic;424;0.011111
cystic;425;0.025641
cystic;426;0.024390
cystic;427;0.027027
cystic;429;0.009709
cystic;430;0.009901
cystic;431;0.011905
cystic;432;0.013889
cystic;433;0.035714
cystic;434;0.018519
cystic;435;0.013889
cystic;436;0.014925
cystic;437;0.014085
cystic;438;0.015625
cystic;439;0.018868
cystic;440;0.012821
cystic;441;0.010417
cystic;442;0.012346
cystic;443;0.018519
cystic;444;0.017544
cystic;445;0.013699
cystic;446;0.020408
cystic;447;0.014085
cystic;448;0.020408
cystic;452;0.015152
cystic;453;0.011364
cystic;454;0.040000
cystic;455;0.027778
cystic;456;0.027778
cystic;457;0.018868
cystic;458;0.012658
cystic;459;0.024390
cystic;460;0.017857
cystic;461;0.050000
cystic;462;0.011494
cystic;463;0.014085
cystic;464;0.055556
cystic;465;0.013514
cystic;466;0.022222
cystic;467;0.011905
cystic;468;0.018519
cystic;469;0.028571
cystic;470;0.016949
cystic;471;0.020833
cystic;472;0.021277
cystic;473;0.013158
cystic;475;0.017857
cystic;477;0.032258
cystic;478;0.020408
cystic;479;0.021739
cystic;480;0.038462
cystic;481;0.014706
cystic;482;0.018182
cystic;483;0.014286
cystic;484;0.009615
cystic;485;0.017857
cystic;486;0.020833
cystic;487;0.017857
cystic;488;0.041667
cystic;490;0.019608
cystic;491;0.022222
cystic;492;0.038462
cystic;494;0.013333
cystic;495;0.020408
cystic;496;0.017544
cystic;497;0.020408
cystic;498;0.015385
cystic;499;0.020408
cystic;500;0.030303
cystic;501;0.012346
cystic;502;0.017544
cystic;503;0.015625
cystic;504;0.012821
cystic;505;0.009524
cystic;506;0.016393
cystic;507;0.020408
cystic;508;0.008130
cystic;509;0.014706
cystic;510;0.017544
cystic;513;0.047619
cystic;514;0.023256
cystic;518;0.020833
cystic;519;0.013158
cystic;520;0.010753
cystic;521;0.009259
cystic;522;0.010526
cystic;523;0.026316
cystic;524;0.026316
cystic;525;0.017544
cystic;526;0.015152
cystic;527;0.014493
cystic;528;0.019231
cystic;530;0.010753
cystic;531;0.016393
cystic;532;0.007092
cystic;533;0.013158
cystic;534;0.012658
cystic;535;0.013333
cystic;536;0.022727
cystic;538;0.015625
cystic;539;0.017544
cystic;540;0.020000
cystic;541;0.020408
cystic;542;0.010204
cystic;543;0.014925
cystic;546;0.017857
cystic;548;0.016129
cystic;550;0.008547
cystic;552;0.014085
cystic;553;0.009709
cystic;554;0.037037
cystic;555;0.022727
cystic;556;0.017857
cystic;557;0.022222
cystic;559;0.006757
cystic;560;0.034483
cystic;561;0.021277
cystic;562;0.031250
cystic;563;0.008000
cystic;564;0.011111
cystic;565;0.014493
cystic;566;0.032258
cystic;567;0.009346
cystic;568;0.015385
cystic;569;0.028571
cystic;570;0.020408
cystic;571;0.015152
cystic;572;0.012048
cystic;573;0.011494
cystic;574;0.016129
cystic;575;0.010417
cystic;576;0.024390
cystic;577;0.014925
cystic;578;0.018182
cystic;579;0.028571
cystic;582;0.020000
cystic;583;0.021277
cystic;585;0.015385
cystic;586;0.022727
cystic;587;0.014706
cystic;588;0.011494
cystic;589;0.018182
cystic;590;0.023810
cystic;591;0.029412
cystic;592;0.017241
cystic;593;0.026316
cystic;594;0.026316
cystic;597;0.014706
cystic;598;0.023810
cystic;599;0.018182
cystic;600;0.023256
cystic;601;0.020408
cystic;602;0.020833
cystic;603;0.030303
cystic;604;0.018519
cystic;605;0.018868
cystic;606;0.013514
cystic;607;0.018182
cystic;608;0.018182
cystic;609;0.033333
cystic;611;0.014925
cystic;612;0.011236
cystic;613;0.015873
cystic;614;0.028571
cystic;615;0.014286
cystic;616;0.017544
cystic;618;0.031250
cystic;619;0.034483
cystic;621;0.020833
cystic;622;0.012821
cystic;623;0.032258
cystic;624;0.035714
cystic;625;0.022222
cystic;626;0.028571
cystic;627;0.010753
cystic;628;0.023256
cystic;629;0.012195
cystic;630;0.020833
cystic;631;0.013889
cystic;632;0.018182
cystic;633;0.023810
cystic;634;0.014706
cystic;636;0.035714
cystic;638;0.022222
cystic;639;0.032258
cystic;640;0.023256
cystic;643;0.008403
cystic;644;0.020408
cystic;645;0.021739
cystic;646;0.010526
cystic;647;0.014925
cystic;648;0.021277
cystic;649;0.024390
cystic;650;0.029412
cystic;652;0.011765
cystic;653;0.013158
cystic;654;0.023256
cystic;655;0.011494
cystic;656;0.090909
cystic;657;0.020408
cystic;658;0.011364
cystic;659;0.021277
cystic;660;0.009009
cystic;661;0.012987
cystic;662;0.021739
cystic;663;0.050000
cystic;664;0.020000
cystic;665;0.018519
cystic;667;0.010000
cystic;668;0.020000
cystic;669;0.015625
cystic;671;0.020000
cystic;672;0.021277
cystic;673;0.010417
cystic;674;0.013514
cystic;675;0.015152
cystic;676;0.007299
cystic;680;0.016129
cystic;681;0.021277
cystic;682;0.029412
cystic;683;0.032258
cystic;684;0.017544
cystic;685;0.025641
cystic;687;0.029412
cystic;688;0.015625
cystic;689;0.013514
cystic;690;0.017857
cystic;691;0.021277
cystic;692;0.058824
cystic;693;0.012821
cystic;694;0.012346
cystic;695;0.022222
cystic;696;0.016949
cystic;697;0.026316
cystic;698;0.038462
cystic;700;0.045455
cystic;702;0.012346
cystic;703;0.010989
cystic;704;0.018519
cystic;705;0.027027
cystic;706;0.022727
cystic;707;0.020408
cystic;708;0.038462
cystic;709;0.015385
cystic;710;0.010309
cystic;713;0.023256
cystic;714;0.016667
cystic;715;0.023810
cystic;717;0.021739
cystic;718;0.028571
cystic;719;0.011236
cystic;720;0.050000
cystic;721;0.019231
cystic;722;0.014493
cystic;724;0.034483
cystic;725;0.017857
